,name,smiles,km,vmax,c,rsq
0,Sorbitol (Glucitol),OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO |r|,7.903195055759496,0.07667286373296138,9.97454875007253e-29,0.6228769200472828
1,Orphenadrine citrate (Norflex),"OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C |c:21,23,28,30,t:19,26|",2.888704204101077,0.03045259921497104,5.8859119247021085e-09,0.1637356807153627
2,Lafutidine,"O=C(CS(=O)CC1=CC=CO1)NC\C=C/COC1=CC(CN2CCCCC2)=CC=N1 |c:8,28,30,t:6,18|",135.56469769804676,0.043839414739777524,0.006600331850098952,0.5173497094740243
3,Bethanechol chloride,[Cl-].CC(C[N+](C)(C)C)OC(N)=O,10640.815568959659,1.3417751641476121e-08,0.01997834754400842,-5.191471919019364e-09
4,Methacycline hydrochloride (Physiomycine),"Cl.[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=CC=CC(O)=C4C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C |r,c:10,13,t:8,19,30|",131.79089055203247,0.0160553515915525,0.019578047654609708,0.06184414355739121
5,Xylazine HCl,"Cl.CC1=CC=CC(C)=C1NC1=NCCCS1 |c:3,6,t:1,10|",3.019396359127969,1.4252268689343577,3.4167800744748196e-23,0.6475043945986442
6,Ciclopirox (Penlac),"CC1=CC(=O)N(O)C(=C1)C1CCCCC1 |c:7,t:1|",3.820447458293494,0.10481428264467976,5.9244567038765866e-21,0.5728454005296999
7,Scopine,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@H](O)C[C@@]2([H])N1C |r|,4.447020129496255,0.06326142552252717,5.97716746562233e-32,0.4663845239178709
8,Brompheniramine,"OC(=O)\C=C/C(O)=O.CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1 |c:18,23,25,t:13,15,21|",3.674178880249583,0.036469770346802606,9.498000533957954e-21,0.5127779443728531
9,Acemetacin (Emflex),"COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O |c:4,6,17,21,t:2,12,14|",7.371821699560423,0.0644819488845809,1.9765937340652726e-17,0.7856469183818993
10,Clorsulon,"NC1=CC(C(Cl)=C(Cl)Cl)=C(C=C1S(N)(=O)=O)S(N)(=O)=O |c:8,10,t:1|",10640.81637905254,5.5589349257520626e-11,0.02558818208533289,-1.6741052988322735e-11
11,Sulfathiazole,"NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1 |c:3,5,14,t:1,12|",3.2209844266012713,0.09020609039591032,3.820750409514684e-23,0.555114417402625
12,Oxybutynin chloride,"Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1 |c:23,25,t:21|",1930148.151000808,564.4784253933065,0.03131458262234389,0.28853022705988285
13,Trimethoprim,"COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC |c:11,14,18,t:2,6,8|",17735.295653059777,1.9603978920931087e-08,0.019327280185950566,-1.7712780131518002e-09
14,Lamotrigine,"NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl |c:4,6,11,14,t:1,9|",136.6089242495757,0.08246698497808723,0.017548100055231816,0.5440187246113193
15,Amitriptyline HCl,"Cl.CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12 |c:9,11,18,t:7,16,20|",166.5099073832446,0.029454752476961304,0.011413620631415263,0.509574117092434
16,Cyclamic  acid,OS(=O)(=O)NC1CCCCC1,3.9998414043737,0.06467972853113158,2.431496890995558e-33,0.6088811683195114
17,Antipyrine,"CN1N(C(=O)C=C1C)C1=CC=CC=C1 |c:5,11,13,t:9|",2281445.3712491654,95.40890473887245,0.014998696506985982,0.15300383524303096
18,Betahistine 2HCl,"Cl.Cl.CNCCC1=NC=CC=C1 |c:6,8,t:4|",7980.385385057245,2.573619250610263e-13,0.02048546723337912,-5.1958437552457326e-14
19,Sodium nitrite,[Na+].[O-]N=O,169888.70893349912,3.3132925760564778,0.017800129406702645,0.032563042650725516
20,Betamipron,"OC(=O)CCNC(=O)C1=CC=CC=C1 |c:10,12,t:8|",60302.17562786228,2.743331917040799e-08,0.014440797302501534,-2.7713698003140053e-10
21,Azaguanine-8,"NC1=NC2=C(N=NN2)C(=O)N1 |c:5,t:1,3|",5319.9584146583875,1.3918217345427129e-09,0.042018055233759594,-2.3697355189256086e-10
22,Benzydamine Hydrochloride,"Cl.CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12 |c:13,15,20,t:7,11,18,22|",921951.0180883456,5833.773521092934,8.459454172136935e-33,0.7337305408446139
23,Broxyquinoline,"OC1=C2N=CC=CC2=C(Br)C=C1Br |c:1,3,5,11,t:8|",0.10698371732589537,0.24725534217755385,1.4644518767203994e-05,0.00016061742334450013
