,name,smiles,km,vmax,c,rsq
0,Sorbitol (Glucitol),OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO |r|,5.111178451545934,0.06068551716915697,5.341813940977015e-23,0.49176851968126434
1,Orphenadrine citrate (Norflex),"OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C |c:21,23,28,30,t:19,26|",189428917.64498997,28100.23900881007,0.03203052559861482,0.23181991209250907
2,Lafutidine,"O=C(CS(=O)CC1=CC=CO1)NC\C=C/COC1=CC(CN2CCCCC2)=CC=N1 |c:8,28,30,t:6,18|",6.6296949078967105,0.05540146625958463,8.766372447214942e-26,0.27703126245114174
3,Bethanechol chloride,[Cl-].CC(C[N+](C)(C)C)OC(N)=O,3.8015702354901184,0.058108037533288984,9.725531526538838e-29,0.19113465648476824
4,Methacycline hydrochloride (Physiomycine),"Cl.[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=CC=CC(O)=C4C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C |r,c:10,13,t:8,19,30|",5.835602045244412,0.07550379471321599,2.377437712116552e-22,0.6590169411527629
5,Xylazine HCl,"Cl.CC1=CC=CC(C)=C1NC1=NCCCS1 |c:3,6,t:1,10|",3.3050720716290503,2.0281834587567587,6.869624370818847e-27,0.6808789803719294
6,Ciclopirox (Penlac),"CC1=CC(=O)N(O)C(=C1)C1CCCCC1 |c:7,t:1|",41.77011868568739,0.08721194650580782,0.019225266576409623,0.48836265351564145
7,Scopine,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@H](O)C[C@@]2([H])N1C |r|,29263.832069425916,1.534627665237062e-15,0.06426783670214835,-2.787992059438693e-12
8,Brompheniramine,"OC(=O)\C=C/C(O)=O.CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1 |c:18,23,25,t:13,15,21|",6.309319075726565,0.060284234443952964,8.855446635263261e-08,0.11698896345644583
9,Acemetacin (Emflex),"COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O |c:4,6,17,21,t:2,12,14|",5.621393758150083,0.11738293696224623,2.495232667839991e-24,0.6163559706966615
10,Clorsulon,"NC1=CC(C(Cl)=C(Cl)Cl)=C(C=C1S(N)(=O)=O)S(N)(=O)=O |c:8,10,t:1|",11.194032565457512,0.2880410422049033,2.788566358585376e-18,0.5649737395769667
11,Sulfathiazole,"NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1 |c:3,5,14,t:1,12|",15.357780574092848,0.8446983821479778,3.69054375855758e-18,0.3604425622080686
12,Oxybutynin chloride,"Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1 |c:23,25,t:21|",8.326673368474733,0.06324583407338122,4.602465080622854e-28,0.5902518909776624
13,Trimethoprim,"COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC |c:11,14,18,t:2,6,8|",4.8090641229103825,0.12321862629328427,9.515032579900542e-26,0.5843436545466751
14,Lamotrigine,"NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl |c:4,6,11,14,t:1,9|",6.1974040096175464,0.07692726115357763,2.585188925261609e-19,0.422264634750513
15,Amitriptyline HCl,"Cl.CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12 |c:9,11,18,t:7,16,20|",2.1422618525145483,0.05487372309893422,4.3234357053075184e-31,0.08742171351406447
16,Cyclamic  acid,OS(=O)(=O)NC1CCCCC1,2.817559108011969,0.06424223189600252,2.1322909771926653e-16,0.2688129356014468
17,Antipyrine,"CN1N(C(=O)C=C1C)C1=CC=CC=C1 |c:5,11,13,t:9|",21725.948765026194,5.926991585109175e-10,0.07797836940711482,-3.674394122299418e-12
18,Betahistine 2HCl,"Cl.Cl.CNCCC1=NC=CC=C1 |c:6,8,t:4|",8867.204247912417,1.5500759136713236e-13,0.08413905746658379,-1.0880185641326534e-14
19,Sodium nitrite,[Na+].[O-]N=O,202696773.51942772,10665.699804890799,0.031327042023261656,0.060324171148315786
20,Betamipron,"OC(=O)CCNC(=O)C1=CC=CC=C1 |c:10,12,t:8|",1674.636684759945,0.6140039721735353,0.0669640003478484,0.2906285621107608
21,Azaguanine-8,"NC1=NC2=C(N=NN2)C(=O)N1 |c:5,t:1,3|",284.29671636271524,0.13531376953761745,0.0503483208601221,0.2281906750647168
22,Benzydamine Hydrochloride,"Cl.CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12 |c:13,15,20,t:7,11,18,22|",0.0005386971667917205,2.5218018587782343e-06,5.581245684538927,-1.748579059324129e-11
23,Broxyquinoline,"OC1=C2N=CC=CC2=C(Br)C=C1Br |c:1,3,5,11,t:8|",2.999441386051859,14.14162230856963,5.436756208867993e-23,0.6417558657691045
