,name,smiles,km,vmax,c,rsq
0,Altretamine (Hexalen),"CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C |c:5,7,t:3|",10640.816318018733,9.724086187507269e-09,0.025994120668847955,-1.0648044668215562e-09
1,Valproic acid sodium salt (Sodium valproate),[Na+].CCCC(CCC)C([O-])=O,2.267902596519347,0.09109628619960791,2.1990729563955e-22,0.20645019365156858
2,Malotilate,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1 |c:15|,5.215705598074642,0.11067972389751186,4.5312953955654856e-21,0.5247134236149263
3,Methazolastone,"CN1N=NC2=C(N=CN2C1=O)C(N)=O |c:2,6,t:4|",2.4454856304751607,0.08174447450947846,1.473704122041441e-20,0.23819579535747626
4,Mercaptopurine,"S=C1N=CNC2=C1NC=N2 |c:2,5,9|",4.66090285069669,0.16993558526077412,7.648863165508396e-21,0.696835703387444
5,Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O |r|,6.459318817500048,0.09405474950580613,3.905166877592868e-18,0.6022130476438178
6,Acitretin,"COC1=CC(C)=C(\C=C\C(C)=C\C=C\C(C)=C\C(O)=O)C(C)=C1C |c:21,t:2,5|",2.406022580457448,0.15085638860427597,4.1578217217916327e-22,0.3429384862927388
7,Tianeptine sodium,"[Na+].CN1C2=C(C=CC=C2)C(NCCCCCCC([O-])=O)C2=CC=C(Cl)C=C2S1(=O)=O |c:4,6,25,t:2,20,22|",3.488790927178318,0.050667994802503696,3.0460262855370313e-10,0.3426360260631507
8,Silodosin (Rapaflo),"C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F |r,c:15,27,29,t:3,5,25|",7.7014103702621295,0.08042500730047533,2.22590994507732e-19,0.6598938261894791
9,Amphotericin B ,"[H][C@]12C[C@@H](O[C@]3([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2 |r,t:17,19,21,23,25,27,29|",2.717278262108591,1.3906239483643297,1.2185629639633903e-21,0.5999788639143545
10,Betamethasone valerate (Betnovate),"[H][C@@]12C[C@H](C)[C@](OC(=O)CCCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C |r,c:34,t:30|",3.081865359442613,0.6476000586536246,1.9124190227756014e-19,0.6601341879892468
11,Rizatriptan Benzoate ,"OC(=O)C1=CC=CC=C1.CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2 |c:5,7,17,24,26,29,t:3,14,20|",10.777899031831904,0.6836198342321217,3.962643470592968e-16,0.173130979527099
12,Flurbiprofen (Ansaid),"C[C@H](C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1 |r,c:8,10,15,17,t:5,13|",2.8227466594819406,0.09323977001941741,4.926918755160572e-22,0.3349219067519177
13,Pyridostigmine Bromide (Mestinon),"[Br-].CN(C)C(=O)OC1=C[N+](C)=CC=C1 |c:9,11,t:6|",13.245460668936907,0.06796776625775416,5.901883028587754e-09,0.28732955451975783
14,"Orlistat (Alli, Xenical)",CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O |r|,2.1479961499649494,0.0912954486927478,4.1884711125602846e-19,0.2772976292597421
15,Flucytosine (Ancobon),"NC1=NC(=O)NC=C1F |c:6,t:1|",2.6725609696938153,0.08540451061450827,1.0526969302160398e-23,0.5314076999254592
16,Prednisone (Adasone),"[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C |r,c:27,t:23|",1.3022395258254824,0.048215941213667665,9.184035877888507e-25,0.06920821851332226
17,"Mesna (Uromitexan, Mesnex)",[Na+].[O-]S(=O)(=O)CCS,5.777052593112645,0.0627149882800211,5.611801491231042e-22,0.37642476131183267
18,"Terbinafine (Lamisil, Terbinex)","CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12 |c:14,18,t:12,16,20|",2.300367164754123,0.1507248015666488,1.1168737621193933e-22,0.32875204848579753
19,Pyrazinamide (Pyrazinoic acid amide),"NC(=O)C1=NC=CN=C1 |c:5,7,t:3|",7.101597339775987,0.10398975062290547,5.592799732042535e-19,0.6995886089803395
20,Pranlukast,"O=C(NC1=CC2=C(C=C1)C(=O)C=C(O2)C1=NN=NN1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1 |c:5,7,12,18,33,35,38,t:3,16,22,24,31|",31.2453735405689,0.3689728493011936,0.07553038328718205,0.6595877113313888
21,Guaifenesin (Guaiphenesin),"COC1=C(OCC(O)CO)C=CC=C1 |c:2,10,12|",10.611160451058122,0.08804705761303008,2.179151210519544e-28,0.596373677679066
22,Metronidazole (Flagyl),"CC1=NC=C(N1CCO)[N+]([O-])=O |c:3,t:1|",4.767752567717585,0.12282223921692693,3.676405044559519e-33,0.6544593217967687
23,Potassium iodide,[K+].[I-],33.77892415247459,0.4120175470973289,1.2770838703390287e-30,0.3611023646217998
